frame,person_id,x,y,zone
6,16,547,89,Entrance
6,17,1092,48,Lobby
6,19,401,229,Entrance
6,20,636,169,Entrance
6,21,78,126,Entrance
6,22,1136,51,Lobby
6,23,794,137,Lobby
6,24,259,43,Entrance
6,25,496,31,Entrance
6,28,675,119,Lobby
6,29,1070,47,Lobby
6,30,880,37,Lobby
6,33,1171,95,Lobby
6,36,943,61,Lobby
6,37,1272,102,Lobby
6,38,248,377,Escalator
6,39,322,383,Escalator
6,40,1153,158,Lobby
6,44,282,389,Escalator
6,45,61,598,Escalator
6,46,120,14,Entrance
6,32,1252,510,Exit
7,1,1008,379,Exit
7,2,996,275,Lobby
7,3,473,466,Escalator
7,4,190,360,Entrance
7,5,793,660,Exit
7,7,524,333,Entrance
7,8,1217,148,Lobby
7,9,818,121,Lobby
7,10,492,195,Entrance
7,11,166,58,Entrance
7,12,742,70,Lobby
7,13,614,95,Entrance
7,14,965,531,Exit
7,15,581,85,Entrance
7,16,546,88,Entrance
7,17,1093,47,Lobby
7,19,401,230,Entrance
7,20,635,170,Entrance
7,21,78,126,Entrance
7,22,1137,51,Lobby
7,23,795,134,Lobby
7,24,262,43,Entrance
7,25,496,30,Entrance
7,28,675,120,Lobby
7,29,1071,47,Lobby
7,30,880,37,Lobby
7,36,944,60,Lobby
7,37,1272,102,Lobby
7,38,248,376,Escalator
7,39,322,382,Escalator
7,40,1154,156,Lobby
7,44,282,389,Escalator
7,45,61,598,Escalator
7,46,120,12,Entrance
7,32,1253,503,Exit
7,26,1158,134,Lobby
8,1,1009,383,Exit
8,2,997,279,Lobby
8,3,474,465,Escalator
8,4,190,364,Escalator
8,5,792,658,Exit
8,7,524,332,Entrance
8,8,1218,148,Lobby
8,9,818,121,Lobby
8,10,492,194,Entrance
8,11,169,57,Entrance
8,12,743,70,Lobby
8,13,615,93,Entrance
8,14,963,531,Exit
8,15,581,85,Entrance
8,16,546,88,Entrance
8,17,1093,47,Lobby
8,19,401,230,Entrance
8,20,635,170,Entrance
8,21,78,126,Entrance
8,22,1137,52,Lobby
8,23,796,132,Lobby
8,24,263,43,Entrance
8,25,497,30,Entrance
8,28,676,122,Lobby
8,29,1072,47,Lobby
8,30,881,36,Lobby
8,36,943,60,Lobby
8,37,1272,101,Lobby
8,38,248,375,Escalator
8,39,322,382,Escalator
8,40,1155,155,Lobby
8,44,282,389,Escalator
8,46,121,12,Entrance
8,32,1253,498,Exit
8,26,1159,133,Lobby
9,1,1010,387,Exit
9,2,998,282,Lobby
9,3,474,464,Escalator
9,4,190,368,Escalator
9,5,792,655,Exit
9,7,524,331,Entrance
9,8,1218,147,Lobby
9,9,819,120,Lobby
9,10,493,194,Entrance
9,11,172,57,Entrance
9,12,743,70,Lobby
9,13,615,93,Entrance
9,14,963,531,Exit
9,15,581,84,Entrance
9,16,546,88,Entrance
9,17,1093,48,Lobby
9,19,401,231,Entrance
9,20,635,171,Entrance
9,21,78,125,Entrance
9,22,1137,53,Lobby
9,23,796,131,Lobby
9,24,264,43,Entrance
9,25,496,30,Entrance
9,28,676,122,Lobby
9,29,1072,47,Lobby
9,30,881,36,Lobby
9,36,943,60,Lobby
9,38,248,376,Escalator
9,39,322,382,Escalator
9,40,1155,155,Lobby
9,44,282,389,Escalator
9,46,121,11,Entrance
9,32,1253,496,Exit
9,26,1159,133,Lobby
9,48,171,43,Entrance
10,1,1011,390,Exit
10,2,999,285,Lobby
10,3,475,463,Escalator
10,4,190,370,Escalator
10,5,790,652,Exit
10,7,523,330,Entrance
10,8,1218,148,Lobby
10,9,819,119,Lobby
10,10,493,193,Entrance
10,11,174,56,Entrance
10,12,743,70,Lobby
10,13,616,91,Entrance
10,14,962,531,Exit
10,15,580,84,Entrance
10,16,545,87,Entrance
10,17,1094,47,Lobby
10,19,401,234,Entrance
10,20,635,171,Entrance
10,21,78,125,Entrance
10,22,1138,54,Lobby
10,23,797,129,Lobby
10,24,265,43,Entrance
10,25,497,30,Entrance
10,28,676,123,Lobby
10,29,1073,47,Lobby
10,30,881,35,Lobby
10,36,943,60,Lobby
10,38,248,375,Escalator
10,39,322,382,Escalator
10,44,282,388,Escalator
10,46,122,11,Entrance
10,32,1253,495,Exit
10,26,1160,133,Lobby
11,1,1011,393,Exit
11,2,999,288,Lobby
11,3,475,462,Escalator
11,4,190,372,Escalator
11,5,789,651,Exit
11,7,523,329,Entrance
11,8,1219,148,Lobby
11,9,819,118,Lobby
11,10,493,192,Entrance
11,11,177,55,Entrance
11,12,743,70,Lobby
11,13,617,90,Entrance
11,14,960,531,Exit
11,15,580,84,Entrance
11,16,545,86,Entrance
11,17,1094,47,Lobby
11,19,400,238,Entrance
11,20,635,171,Entrance
11,21,78,125,Entrance
11,22,1138,56,Lobby
11,23,797,128,Lobby
11,24,266,42,Entrance
11,25,497,30,Entrance
11,28,676,124,Lobby
11,29,1073,47,Lobby
11,30,882,35,Lobby
11,36,943,60,Lobby
11,38,248,375,Escalator
11,39,322,382,Escalator
11,44,282,388,Escalator
11,46,123,11,Entrance
11,32,1253,494,Exit
11,26,1162,133,Lobby
11,48,176,43,Entrance
12,1,1012,394,Exit
12,2,1000,289,Lobby
12,3,475,461,Escalator
12,4,190,373,Escalator
12,5,788,650,Exit
12,7,523,329,Entrance
12,8,1219,148,Lobby
12,9,819,117,Lobby
12,10,493,191,Entrance
12,11,178,54,Entrance
12,12,742,70,Lobby
12,13,617,89,Entrance
12,14,960,532,Exit
12,15,580,84,Entrance
12,16,545,86,Entrance
12,17,1093,47,Lobby
12,19,400,240,Entrance
12,20,635,171,Entrance
12,21,78,125,Entrance
12,22,1138,56,Lobby
12,23,796,127,Lobby
12,24,266,42,Entrance
12,25,497,30,Entrance
12,28,676,124,Lobby
12,29,1074,47,Lobby
12,30,882,35,Lobby
12,36,943,60,Lobby
12,38,247,375,Escalator
12,39,322,382,Escalator
12,44,282,387,Escalator
12,46,124,11,Entrance
12,32,1254,493,Exit
12,26,1163,133,Lobby
12,48,176,43,Entrance
13,1,1014,399,Exit
13,2,1002,291,Lobby
13,3,474,456,Escalator
13,4,189,377,Escalator
13,5,786,646,Exit
13,6,785,358,Lobby
13,7,523,326,Entrance
13,8,1220,151,Lobby
13,9,819,113,Lobby
13,10,492,185,Entrance
13,11,180,52,Entrance
13,12,742,74,Lobby
13,13,618,89,Entrance
13,14,954,531,Exit
13,15,580,83,Entrance
13,16,545,85,Entrance
13,17,1094,47,Lobby
13,19,399,243,Entrance
13,20,635,174,Entrance
13,21,78,125,Entrance
13,22,1138,58,Lobby
13,23,797,126,Lobby
13,24,267,40,Entrance
13,25,498,28,Entrance
13,28,675,124,Lobby
13,29,1074,47,Lobby
13,30,881,34,Lobby
13,36,942,60,Lobby
13,38,247,376,Escalator
13,44,282,386,Escalator
13,46,125,10,Entrance
13,32,1253,490,Exit
13,26,1163,134,Lobby
13,34,400,177,Entrance
14,1,1015,402,Exit
14,2,1004,293,Lobby
14,3,474,451,Escalator
14,5,784,644,Exit
14,7,522,323,Entrance
14,8,1221,154,Lobby
14,9,818,110,Lobby
14,10,491,181,Entrance
14,11,181,51,Entrance
14,12,741,75,Lobby
14,13,618,89,Entrance
14,14,951,531,Exit
14,15,580,82,Entrance
14,16,545,84,Entrance
14,17,1094,46,Lobby
14,19,399,245,Entrance
14,20,634,175,Entrance
14,21,78,124,Entrance
14,22,1138,58,Lobby
14,23,797,125,Lobby
14,24,267,38,Entrance
14,28,675,124,Lobby
14,29,1074,47,Lobby
14,30,881,34,Lobby
14,36,942,59,Lobby
14,44,282,387,Escalator
14,46,126,10,Entrance
14,32,1252,488,Exit
14,26,1164,136,Lobby
14,34,400,178,Entrance
15,1,1016,403,Exit
15,2,1005,293,Lobby
15,3,473,447,Escalator
15,5,783,642,Exit
15,7,523,320,Entrance
15,8,1221,156,Lobby
15,9,818,108,Lobby
15,10,491,178,Entrance
15,11,181,49,Entrance
15,12,741,76,Lobby
15,13,618,87,Entrance
15,14,949,531,Exit
15,15,579,82,Entrance
15,16,545,83,Entrance
15,17,1094,46,Lobby
15,19,399,247,Entrance
15,20,634,177,Entrance
15,21,77,124,Entrance
15,22,1138,56,Lobby
15,23,797,125,Lobby
15,24,267,37,Entrance
15,28,676,124,Lobby
15,29,1074,47,Lobby
15,30,881,33,Lobby
15,36,941,59,Lobby
15,38,246,376,Escalator
15,32,1251,487,Exit
15,26,1164,137,Lobby
15,34,400,179,Entrance
15,52,187,379,Escalator
16,1,1017,403,Exit
16,2,1007,294,Lobby
16,3,473,441,Escalator
16,5,781,641,Exit
16,7,523,316,Entrance
16,8,1222,156,Lobby
16,9,818,107,Lobby
16,10,490,176,Entrance
16,11,181,47,Entrance
16,12,741,77,Lobby
16,13,618,87,Entrance
16,14,946,531,Exit
16,15,579,82,Entrance
16,16,545,83,Entrance
16,17,1094,47,Lobby
16,19,399,247,Entrance
16,20,635,178,Entrance
16,21,77,123,Entrance
16,22,1138,58,Lobby
16,23,797,125,Lobby
16,24,267,36,Entrance
16,28,676,125,Lobby
16,29,1074,48,Lobby
16,30,881,33,Lobby
16,36,940,59,Lobby
16,38,245,376,Escalator
16,32,1249,483,Exit
16,26,1163,141,Lobby
16,34,400,179,Entrance
16,52,187,379,Escalator
16,31,1089,48,Lobby
16,40,1156,168,Lobby
17,1,1019,404,Exit
17,2,1008,297,Lobby
17,3,472,433,Escalator
17,5,779,635,Exit
17,7,522,310,Entrance
17,8,1221,158,Lobby
17,9,818,106,Lobby
17,10,488,174,Entrance
17,11,184,45,Entrance
17,12,741,79,Lobby
17,13,619,86,Entrance
17,14,940,530,Exit
17,15,579,81,Entrance
17,16,544,82,Entrance
17,17,1095,47,Lobby
17,19,398,249,Entrance
17,20,635,180,Entrance
17,21,76,123,Entrance
17,22,1137,55,Lobby
17,23,797,123,Lobby
17,24,268,36,Entrance
17,28,676,128,Lobby
17,29,1074,48,Lobby
17,30,880,33,Lobby
17,36,940,59,Lobby
17,38,245,375,Escalator
17,32,1247,478,Exit
17,34,400,181,Entrance
17,58,80,603,Escalator
17,40,1157,172,Lobby
17,33,1177,100,Lobby
18,1,1020,405,Exit
18,2,1008,301,Lobby
18,3,472,429,Escalator
18,5,777,630,Exit
18,7,522,307,Entrance
18,8,1221,160,Lobby
18,9,818,105,Lobby
18,10,487,174,Entrance
18,11,186,43,Entrance
18,12,741,79,Lobby
18,13,619,86,Entrance
18,14,936,530,Exit
18,15,578,81,Entrance
18,16,544,82,Entrance
18,17,1095,47,Lobby
18,19,398,248,Entrance
18,20,635,182,Entrance
18,21,76,122,Entrance
18,22,1137,54,Lobby
18,23,796,121,Lobby
18,24,269,35,Entrance
18,27,81,603,Escalator
18,28,676,129,Lobby
18,29,1074,48,Lobby
18,30,880,33,Lobby
18,36,939,59,Lobby
18,38,245,375,Escalator
18,32,1246,474,Exit
18,34,400,182,Entrance
18,40,1158,173,Lobby
18,33,1178,101,Lobby
18,4,184,382,Escalator
19,1,1021,406,Exit
19,2,1009,304,Lobby
19,3,472,426,Escalator
19,5,775,625,Exit
19,7,522,305,Entrance
19,8,1221,161,Lobby
19,9,817,105,Lobby
19,10,486,173,Entrance
19,11,189,42,Entrance
19,12,741,80,Lobby
19,13,619,86,Entrance
19,14,931,530,Exit
19,15,578,81,Entrance
19,16,544,82,Entrance
19,17,1095,49,Lobby
19,19,398,249,Entrance
19,20,635,183,Entrance
19,21,75,122,Entrance
19,22,1137,53,Lobby
19,23,795,119,Lobby
19,24,269,35,Entrance
19,27,81,604,Escalator
19,28,676,130,Lobby
19,29,1073,48,Lobby
19,30,880,33,Lobby
19,36,938,59,Lobby
19,38,245,374,Escalator
19,32,1246,469,Exit
19,34,399,183,Entrance
19,40,1158,174,Lobby
19,33,1178,102,Lobby
19,4,183,384,Escalator
20,1,1021,408,Exit
20,2,1010,307,Lobby
20,3,472,424,Escalator
20,5,774,619,Exit
20,7,521,303,Entrance
20,8,1221,162,Lobby
20,9,817,105,Lobby
20,10,486,172,Entrance
20,11,192,41,Entrance
20,12,742,80,Lobby
20,13,619,85,Entrance
20,14,923,530,Exit
20,15,578,80,Entrance
20,16,544,82,Entrance
20,17,1094,49,Lobby
20,19,398,248,Entrance
20,20,635,184,Entrance
20,21,75,122,Entrance
20,22,1137,56,Lobby
20,23,794,117,Lobby
20,24,270,36,Entrance
20,27,81,605,Escalator
20,28,676,132,Lobby
20,29,1073,48,Lobby
20,30,880,33,Lobby
20,36,937,59,Lobby
20,38,244,374,Escalator
20,32,1243,466,Exit
20,34,399,185,Entrance
20,40,1158,173,Lobby
20,33,1179,103,Lobby
20,4,182,389,Escalator
21,1,1023,413,Exit
21,2,1011,310,Lobby
21,3,472,423,Escalator
21,5,773,612,Exit
21,7,521,301,Entrance
21,8,1222,162,Lobby
21,9,816,105,Lobby
21,10,485,171,Entrance
21,11,195,41,Entrance
21,12,742,80,Lobby
21,13,620,82,Entrance
21,14,918,530,Exit
21,15,577,80,Entrance
21,16,544,82,Entrance
21,17,1094,50,Lobby
21,19,399,248,Entrance
21,20,635,184,Entrance
21,21,75,122,Entrance
21,22,1137,57,Lobby
21,23,793,115,Lobby
21,24,271,35,Entrance
21,27,83,605,Escalator
21,28,676,133,Lobby
21,29,1073,48,Lobby
21,30,879,32,Lobby
21,36,937,59,Lobby
21,38,244,373,Escalator
21,32,1241,461,Exit
21,34,400,186,Entrance
21,40,1159,174,Lobby
21,33,1178,104,Lobby
21,4,181,392,Escalator
22,1,1024,419,Exit
22,2,1012,314,Lobby
22,3,472,421,Escalator
22,5,772,604,Exit
22,7,522,301,Entrance
22,8,1222,162,Lobby
22,9,815,104,Lobby
22,10,485,167,Entrance
22,11,198,41,Entrance
22,12,742,80,Lobby
22,13,621,78,Entrance
22,14,913,530,Exit
22,15,577,79,Entrance
22,16,543,81,Entrance
22,17,1094,50,Lobby
22,19,400,249,Entrance
22,20,636,183,Entrance
22,21,75,121,Entrance
22,22,1137,58,Lobby
22,23,792,112,Lobby
22,24,272,34,Entrance
22,27,84,605,Escalator
22,28,676,135,Lobby
22,29,1073,48,Lobby
22,30,878,32,Lobby
22,36,936,59,Lobby
22,38,243,373,Escalator
22,32,1236,458,Exit
22,40,1160,173,Lobby
22,4,180,396,Escalator
22,37,1270,108,Lobby
22,26,1165,143,Lobby
23,1,1025,421,Exit
23,2,1013,316,Lobby
23,3,471,420,Escalator
23,5,772,600,Exit
23,7,522,300,Entrance
23,8,1223,162,Lobby
23,9,814,103,Lobby
23,10,485,166,Entrance
23,11,199,40,Entrance
23,12,742,80,Lobby
23,13,621,76,Entrance
23,14,911,530,Exit
23,15,577,79,Entrance
23,16,543,81,Entrance
23,17,1094,50,Lobby
23,19,400,249,Entrance
23,20,636,183,Entrance
23,21,75,121,Entrance
23,22,1137,58,Lobby
23,23,791,111,Lobby
23,24,273,33,Entrance
23,27,84,605,Escalator
23,28,676,135,Lobby
23,29,1073,48,Lobby
23,30,878,32,Lobby
23,36,936,59,Lobby
23,38,243,373,Escalator
23,32,1234,457,Exit
23,40,1160,173,Lobby
23,4,180,397,Escalator
23,37,1270,108,Lobby
23,26,1165,143,Lobby
24,1,1026,425,Exit
24,2,1015,318,Lobby
24,3,472,418,Escalator
24,5,770,598,Exit
24,7,522,300,Entrance
24,8,1224,163,Lobby
24,9,814,102,Lobby
24,10,486,163,Entrance
24,11,200,38,Entrance
24,12,742,82,Lobby
24,13,622,73,Entrance
24,14,909,530,Exit
24,15,577,78,Entrance
24,16,543,80,Entrance
24,17,1094,51,Lobby
24,19,400,253,Entrance
24,20,636,184,Entrance
24,21,75,121,Entrance
24,22,1137,61,Lobby
24,23,791,109,Lobby
24,24,273,32,Entrance
24,27,85,606,Escalator
24,28,677,136,Lobby
24,29,1073,49,Lobby
24,30,877,33,Lobby
24,36,935,59,Lobby
24,38,241,371,Escalator
24,32,1229,455,Exit
24,40,1162,174,Lobby
24,4,179,402,Escalator
24,37,1269,110,Lobby
24,26,1169,146,Lobby
25,1,1026,429,Exit
25,2,1016,319,Lobby
25,3,472,416,Escalator
25,5,769,595,Exit
25,7,522,298,Entrance
25,8,1225,163,Lobby
25,9,813,101,Lobby
25,10,485,161,Entrance
25,11,200,38,Entrance
25,12,742,83,Lobby
25,13,623,71,Entrance
25,14,908,530,Exit
25,15,577,78,Entrance
25,16,543,79,Entrance
25,17,1095,51,Lobby
25,19,401,255,Entrance
25,20,636,185,Entrance
25,21,75,121,Entrance
25,22,1137,63,Lobby
25,23,790,107,Lobby
25,24,273,31,Entrance
25,27,86,607,Escalator
25,28,677,136,Lobby
25,29,1073,49,Lobby
25,30,877,33,Lobby
25,36,935,59,Lobby
25,38,241,371,Escalator
25,32,1225,454,Exit
25,40,1165,167,Lobby
25,4,178,405,Escalator
25,37,1269,112,Lobby
25,26,1170,146,Lobby
26,1,1027,432,Exit
26,2,1017,321,Lobby
26,3,472,413,Escalator
26,5,768,594,Exit
26,6,785,332,Lobby
26,7,523,297,Entrance
26,8,1225,165,Lobby
26,9,813,99,Lobby
26,10,485,159,Entrance
26,11,201,37,Entrance
26,12,743,84,Lobby
26,13,623,70,Entrance
26,14,906,529,Exit
26,15,577,79,Entrance
26,16,543,79,Entrance
26,17,1095,52,Lobby
26,19,402,257,Entrance
26,20,636,187,Entrance
26,21,75,121,Entrance
26,22,1137,64,Lobby
26,23,790,106,Lobby
26,24,273,30,Entrance
26,27,87,608,Escalator
26,28,677,136,Lobby
26,29,1074,49,Lobby
26,30,877,33,Lobby
26,36,935,59,Lobby
26,38,242,371,Escalator
26,32,1222,453,Exit
26,40,1165,163,Lobby
26,4,177,407,Escalator
26,37,1269,113,Lobby
26,26,1170,148,Lobby
27,1,1029,434,Exit
27,2,1019,322,Lobby
27,3,473,405,Escalator
27,5,767,592,Exit
27,6,784,329,Lobby
27,7,523,292,Entrance
27,8,1225,168,Lobby
27,9,813,96,Lobby
27,10,485,157,Entrance
27,11,202,36,Entrance
27,12,743,86,Lobby
27,13,624,68,Entrance
27,14,902,528,Exit
27,15,577,78,Entrance
27,16,543,78,Entrance
27,17,1096,51,Lobby
27,19,403,259,Entrance
27,20,636,190,Entrance
27,21,75,121,Entrance
27,22,1138,66,Lobby
27,23,790,106,Lobby
27,24,275,29,Entrance
27,27,88,609,Escalator
27,28,677,137,Lobby
27,29,1074,50,Lobby
27,30,877,33,Lobby
27,36,934,59,Lobby
27,38,241,371,Escalator
27,32,1219,451,Exit
27,40,1164,169,Lobby
27,4,176,409,Escalator
27,37,1269,115,Lobby
27,26,1168,150,Lobby
28,1,1030,436,Exit
28,2,1021,324,Lobby
28,3,474,400,Escalator
28,5,766,591,Exit
28,7,523,288,Entrance
28,8,1225,171,Lobby
28,9,813,94,Lobby
28,10,485,156,Entrance
28,11,202,35,Entrance
28,12,744,86,Lobby
28,13,625,67,Entrance
28,14,899,527,Exit
28,15,577,78,Entrance
28,16,543,78,Entrance
28,17,1097,52,Lobby
28,19,404,261,Entrance
28,20,636,191,Entrance
28,21,75,121,Entrance
28,22,1138,67,Lobby
28,23,790,106,Lobby
28,24,277,28,Entrance
28,27,89,610,Escalator
28,28,677,137,Lobby
28,29,1075,50,Lobby
28,30,877,33,Lobby
28,36,934,59,Lobby
28,38,241,370,Escalator
28,32,1217,449,Exit
28,4,176,410,Escalator
28,37,1269,116,Lobby
28,26,1168,152,Lobby
28,34,399,192,Entrance
29,1,1031,436,Exit
29,2,1021,327,Lobby
29,3,474,396,Escalator
29,5,766,590,Exit
29,7,524,286,Entrance
29,8,1226,173,Lobby
29,9,812,92,Lobby
29,10,485,155,Entrance
29,11,202,34,Entrance
29,12,744,87,Lobby
29,13,626,67,Entrance
29,14,897,528,Exit
29,15,577,78,Entrance
29,16,543,78,Entrance
29,17,1097,52,Lobby
29,19,404,263,Entrance
29,20,635,193,Entrance
29,21,75,121,Entrance
29,22,1139,67,Lobby
29,23,790,105,Lobby
29,24,278,28,Entrance
29,27,90,612,Escalator
29,28,677,139,Lobby
29,29,1075,51,Lobby
29,30,876,33,Lobby
29,36,934,59,Lobby
29,38,241,370,Escalator
29,32,1216,447,Exit
29,4,176,411,Escalator
29,37,1269,116,Lobby
29,26,1166,155,Lobby
29,34,399,193,Entrance
29,40,1165,178,Lobby
30,1,1033,437,Exit
30,2,1023,330,Lobby
30,3,475,393,Escalator
30,5,766,587,Exit
30,7,524,284,Entrance
30,8,1227,174,Lobby
30,9,812,90,Lobby
30,10,485,155,Entrance
30,11,202,34,Entrance
30,12,745,88,Lobby
30,13,626,66,Entrance
30,14,894,528,Exit
30,15,577,78,Entrance
30,16,543,77,Entrance
30,17,1098,52,Lobby
30,19,405,263,Entrance
30,20,635,196,Entrance
30,21,75,121,Entrance
30,22,1139,67,Lobby
30,23,789,106,Lobby
30,24,279,28,Entrance
30,27,90,615,Escalator
30,28,677,141,Lobby
30,29,1075,52,Lobby
30,30,876,33,Lobby
30,36,934,59,Lobby
30,38,241,370,Escalator
30,32,1215,445,Exit
30,4,176,411,Escalator
30,37,1269,117,Lobby
30,34,399,194,Entrance
30,40,1166,182,Lobby
30,33,1180,112,Lobby
31,1,1034,439,Exit
31,2,1023,332,Lobby
31,3,475,390,Escalator
31,5,765,584,Exit
31,7,524,282,Entrance
31,8,1227,175,Lobby
31,9,812,90,Lobby
31,10,485,155,Entrance
31,11,202,34,Entrance
31,12,745,88,Lobby
31,13,626,66,Entrance
31,14,892,531,Exit
31,15,577,78,Entrance
31,16,543,77,Entrance
31,17,1099,52,Lobby
31,19,405,262,Entrance
31,20,634,197,Entrance
31,21,75,121,Entrance
31,22,1140,67,Lobby
31,23,789,106,Lobby
31,24,280,28,Entrance
31,27,91,617,Escalator
31,28,677,143,Lobby
31,29,1076,53,Lobby
31,30,876,33,Lobby
31,36,934,59,Lobby
31,38,241,370,Escalator
